,0,1
2440,ROSEW,0.15
2441,TRTN^B,25.26
2442,ABCB,51.79
2443,STK,27.125
2444,BSIG,19.81
2445,BAK,11.87
2446,TENB,40.56
2447,FOLD,10.75
2448,STAR^G,24.1923
2449,FIBK,45.04
2450,SID,2.89
2451,FBRT,14.46
2452,PKOH,11.21
2453,PERF,7.37
2454,MYOV,26.73
2455,KMI,18.885
2456,OXLCN,22.14
2457,XEL,65.37
2458,CFFEW,0.0698
2459,HCICU,9.96
2460,AIRT,21.1062
2461,SBAC,270.01
2462,MTB,167.98
2463,DMO,11.0532
2464,LYLT,1.15
2465,APLT,0.7252
2466,BBUC,24.91
2467,ARKO,9.76
2468,SPKBU,10.01
2469,WSFS,46.32
2470,WNEB,8.8
2471,ALL,132.36
2472,WEA,10.15
2473,ULTA,416.14
2474,BKKT,1.99
2475,NOTV,21.38
2476,VAQC,9.97
2477,JRS,8.19
2478,PRLB,23.64
2479,SABSW,0.0599
2480,AEI,0.2072
2481,EPSN,6.94
2482,AKBA,0.26
2483,LMST,25.52
2484,NAD,11.0
2485,ADC,70.05
2486,CONN,8.0
2487,RCL,59.375
2488,ORCC,13.21
2489,CTVA,67.505
2490,UKOMW,0.0359
2491,BMRA,3.19
2492,NDACW,0.015
2493,AHPAW,0.6404
2494,AVAV,90.14
2495,PARAA,21.99
2496,EMCG,10.12
2497,PFN,7.33
2498,PINS,24.41
2499,TRKA,0.2997
2500,CSWC,18.65
2501,CARG,14.18
2502,HWEL,9.83
2503,AOD,8.0193
2504,RGT,9.29
2505,APTM,9.87
2506,KELYB,16.05
2507,CMCT,6.81
2508,AIMDW,0.48
2509,OPBK,11.72
2510,CIR,26.5997
2511,GLHA,9.94
2512,PSAG,9.93
2513,XBIO,0.4633
2514,MBWM,34.61
2515,DO,10.0
2516,HKD,17.3376
2517,BFS,42.57
2518,BANR,73.82
2519,NVO,114.86
2520,BLX,16.0674
2521,AFG,140.92
2522,NRXP,0.81
2523,CXDO,2.5
2524,EBIX,20.4
2525,IDT,24.92
2526,CRK,19.16
2527,NMM,27.3
2528,PTLO,21.9
2529,CALM,56.87
2530,EXAS,34.58
2531,MODD,3.0
2532,NVACR,0.07
2533,NVEC,61.74
2534,EVLVW,0.4614
2535,STRCW,0.1533
2536,LSPD,17.13
2537,POWL,24.63
2538,WFC^C,17.6
2539,DNAB,9.9
2540,JBLU,7.76
2541,SWN,7.1692
2542,GFL,27.1
2543,MDWT,14.34
2544,GLP,31.8376
2545,AHT^G,17.6
2546,ATOS,0.98
2547,FCEL,3.06
2548,GPS,12.115
2549,BLTSU,10.01
2550,ARTEU,10.05
2551,BWG,8.0136
2552,CMRE,10.1
2553,CSTA,10.0
2554,LCUT,8.69
2555,MRNA,150.97
2556,SQZ,2.79
2557,AC,41.19
2558,PBI,3.345
2559,STRRP,9.59
2560,PSNL,2.67
2561,BX,104.53
2562,JHS,10.79
2563,SVFA,10.0
2564,PCYG,5.0
2565,KNOP,14.64
2566,NCPLW,0.402
2567,MTRY,10.2
2568,NXST,180.98
2569,RKLY,0.3208
2570,HIFS,248.89
2571,MXL,31.82
2572,OXLCP,22.2
2573,IMRA,4.27
2574,MFG,2.27
2575,PGEN,1.61
2576,JSM,18.55
2577,DHX,5.81
2578,UEIC,20.43
2579,SHPW,0.5944
2580,MCAGR,0.2008
2581,LESL,14.41
2582,JLL,162.675
2583,SOL,4.705
2584,PNTM,10.02
2585,MCN,7.765
2586,TUEM,0.1322
2587,VBTX,31.52
2588,ADTH,2.24
2589,LUMN,6.405
2590,BRBR,25.26
2591,TBCPU,9.9354
2592,TXMD,5.96
2593,MUJ,10.995
2594,DV,26.2
2595,BRX,22.54
2596,SHEL,55.4
2597,CCM,1.46
2598,QRHC,8.58
2599,IMXI,26.62
2600,ANIP,38.93
2601,ARRY,17.49
2602,HLGN,1.005
2603,ATNFW,0.0874
2604,TNL,40.29
2605,IBM,144.56
2606,TEN,19.975
2607,AACI,9.98
2608,HST,18.65
2609,BOOM,20.81
2610,FTV,68.169
2611,ETY,11.673
2612,GHY,10.83
2613,MOND,7.97
2614,WMK,85.29
2615,SOFI,5.45
2616,HD,311.9602
2617,BIAF,2.8
2618,GBAB,16.245
2619,NDMO,9.79
2620,UHAL,584.25
2621,RGP,18.55
2622,SCHL,37.93
2623,FHB,25.47
2624,AMCIU,9.95
2625,PCF,6.8499
2626,GTPAU,9.92
2627,PTOC,9.95
2628,LAW,9.52
2629,SR,70.825
2630,FBIO,0.82
2631,GL,110.76
2632,CATO,11.4
2633,DESP,6.42
2634,CETXP,0.5565
2635,HYFM,2.51
2636,PENN,32.72
2637,VZ,37.2
2638,PTVE,11.01
2639,SAP,109.11
2640,BTCS,1.3
2641,TLGY,10.11
2642,CDZI,1.95
2643,HAAC,10.05
2644,MDRX,14.76
2645,LAB,1.13
2646,PSAGU,9.93
2647,T^A,19.9
2648,CRZNU,9.96
2649,USA,6.3468
2650,GREEL,7.07
2651,RENEU,10.17
2652,KELYA,16.09
2653,OSG,2.905
2654,WBX,5.9699
2655,IRAA,9.88
2656,NEE^Q,50.6912
2657,CHPT,12.83
2658,EBMT,19.09
2659,GLLI,10.02
2660,RFP,21.2
2661,WFC^A,19.0
2662,VRE,15.25
2663,BMAQU,10.25
2664,TWI,15.34
2665,EDBL,0.7125
2666,UGI,37.34
2667,HBNC,15.51
2668,PAM,26.53
2669,AUUDW,0.4013
2670,CSWI,130.02
2671,BDSX,1.01
2672,SAT,23.07
2673,EMP,21.7293
2674,WFC^L,1199.0
2675,AVAC,10.07
2676,ARLP,24.24
2677,HUM,527.47
2678,PH,311.46
2679,APTMU,9.88
2680,LUXAW,0.0045
2681,STT^D,24.5444
2682,RNER,10.13
2683,RCKY,19.085
2684,PPT,3.68
2685,SIVB,234.15
2686,NRG,45.415
2687,LFVN,3.94
2688,EMLD,9.93
2689,MRKR,0.4457
2690,IRT,17.685
2691,BBAR,2.87
2692,SCPS,0.2622
2693,CITEU,10.17
2694,PRTH,5.21
2695,FCRX,23.5
2696,CCU,11.29
2697,ELP,7.28
2698,AXSM,42.32
2699,COLIW,0.0201
2700,GRX,10.075
2701,TXN,161.36
2702,SOHO,2.26
2703,MTEX,21.55
2704,ZNH,28.7494
2705,NOG,38.72
2706,IBOC,49.24
2707,SMFR,1.045
2708,SA,12.43
2709,DSM,5.485
2710,PRS,23.6101
2711,INSE,10.08
2712,TR,41.63
2713,AACIW,0.04
2714,UZD,19.85
2715,CHSCL,25.68
2716,BEKE,14.07
2717,VSAT,40.98
2718,REXR^C,21.47
2719,NCLH,18.24
2720,DNZ,9.99
2721,AGIL,4.5001
2722,MEDP,222.32
2723,SPXC,71.415
2724,KAHC,10.01
2725,BLCM,1.05
2726,DNMR,2.935
2727,TDF,9.14
2728,MSAC,9.96
2729,DMLP,27.67
2730,HCAT,9.15
2731,ROK,276.98
2732,FRONU,9.98
2733,ZEPP,1.275
2734,TPBAU,10.04
2735,ALPAW,0.1034
2736,SMG,63.96
2737,HPQ,30.45
2738,SOHOB,20.5601
2739,BBD,2.78
2740,QS,7.305
2741,SRE,157.58
2742,CFRX,0.1761
2743,AGM^G,17.9
2744,AVAH,1.44
2745,VOXX,8.86
2746,PUCKW,0.0478
2747,UGIC,88.14
2748,AEHA,10.24
2749,APVO,2.99
2750,REFI,14.74
2751,INZY,1.76
2752,OLITW,0.0201
2753,QTEK,1.5
2754,NVGS,12.95
2755,MDIA,1.72
2756,SASR,35.1
2757,DMA,6.875
2758,INFA,18.64
2759,SJIJ,18.11
2760,PDOT,9.99
2761,TMUS,151.0
2762,SLG,41.76
2763,YMM,6.505
2764,JOBY,4.39
2765,AVPTW,0.6898
2766,OYST,7.94
2767,BGX,11.25
2768,GLUE,8.68
2769,BIO,428.79
2770,CW,170.82
2771,IFS,25.0
2772,CELC,10.24
2773,DBRG^I,20.0804
2774,IPI,38.41
2775,CTO^A,21.78
2776,HUBS,291.37
2777,FZT,9.89
2778,KBR,50.15
2779,ACMR,6.82
2780,NKX,11.295
2781,HCDI,1.06
2782,TSM,73.38
2783,LVACW,0.08
2784,WRB,69.58
2785,ANZUU,9.91
2786,MNSB,27.8
2787,SCSC,31.0
2788,VTN,9.625
2789,ADOCR,0.062
2790,FCX,38.32
2791,IMRX,13.5
2792,OPP,9.0775
2793,JUPWW,0.75
2794,MYGN,20.86
2795,CMP,44.155
2796,DXC,29.39
2797,SOUN,2.55
2798,WTFCM,24.5
2799,RZB,23.77
2800,GHLD,9.585
2801,ASIX,39.96
2802,KEY,19.4003
2803,EML,21.43
2804,NTRBW,3.1699
2805,CANB,2.27
2806,CNOBP,19.8
2807,CIM,6.6255
2808,PII,114.225
2809,FIGS,6.62
2810,IIPR^A,26.05
2811,PM,95.03
2812,APACW,0.0293
2813,FAZE,3.46
2814,HVBC,26.0
2815,APRN,1.1294
2816,TVE,21.13
2817,GEF,70.605
2818,KYCH,9.97
2819,CBRG,10.15
2820,LGST,10.19
2821,NZF,11.24
2822,RIO,64.37
2823,AMSC,4.27
2824,TRIP,23.49
2825,BHF,57.16
2826,BRFH,1.93
2827,BXC,67.77
2828,FSRXU,9.94
2829,PFDRW,0.175
2830,ZUMZ,22.66
2831,NTCT,35.74
2832,BG,101.34
2833,DSX,4.415
2834,HTZWW,10.25
2835,ETV,13.514
2836,NSTS,10.83
2837,SB^D,24.3
2838,GDSTR,0.08
2839,FCF,14.71
2840,BLDE,4.32
2841,WEAV,4.7
2842,SONX,1.91
2843,EAI,21.03
2844,CADE,28.88
2845,CITEW,0.05
2846,ECPG,50.81
2847,BKI,58.84
2848,BOXD,0.5852
2849,RIV,12.365
2850,BRKHW,0.02
2851,CLAR,12.4
2852,MONCW,0.0101
2853,PANW,171.08
2854,MS^O,17.8403
2855,TBC,23.418
2856,ULBI,4.94
2857,QOMOU,10.03
2858,ZEV,1.215
2859,KBNT,1.2701
2860,CURIW,0.11
2861,RAPT,23.46
2862,TEAF,13.575
2863,USX,2.0314
2864,PRAX,1.98
2865,AVK,12.0487
2866,AGNCN,23.8
2867,GOVX,0.9877
2868,NOVT,142.45
2869,TGS,8.76
2870,SSSSL,23.85
2871,HEP,19.31
2872,PCN,12.15
2873,B,39.175
2874,CENQW,0.1645
2875,ARCKW,0.04
2876,DISH,15.4
2877,ASGN,89.27
2878,GVCIU,10.2
2879,RJF^B,24.924
2880,DSU,9.3601
2881,CHG,1.34
2882,DTOCW,0.085
2883,SRCL,44.17
2884,ACCD,11.01
2885,STC,40.14
2886,RKDA,0.35
2887,NS,16.49
2888,NVSAU,9.98
2889,SGHC,3.77
2890,LOVE,24.03
2891,SCWX,8.05
2892,CRD/A,6.68
2893,TNP,18.67
2894,CPT,114.889
2895,PKBK,21.7
2896,GIII,19.4
2897,NVRO,44.58
2898,IGR,6.345
2899,CORT,28.44
2900,VXRT,1.73
2901,IBCP,23.22
2902,AMWD,46.22
2903,ESRT,7.62
2904,GHC,655.0
2905,EXTR,17.86
2906,WHLRP,2.63
2907,HCDIW,0.1595
2908,BNED,3.0383
2909,CHD,75.34
2910,LQDA,5.06
2911,ISPOW,0.1701
2912,MPRAU,10.04
2913,OEPWU,9.95
2914,SEAS,57.24
2915,HWELU,10.18
2916,QLYS,142.36
2917,DORM,82.33
2918,EVGO,7.51
2919,WTBA,22.78
2920,CERT,12.04
2921,GOOG,96.58
2922,TALKW,0.1996
2923,TURN,5.6417
2924,GATO,4.07
2925,TTWO,124.02
2926,BLDR,64.43
2927,BLNG,9.94
2928,NEWT,16.57
2929,REFR,2.39
2930,SPIR,1.41
2931,SABR,5.56
2932,HNNA,8.83
2933,DIS,95.605
2934,CASY,231.35
2935,JNPR,30.77
2936,PAY,11.39
2937,CLX,145.56
2938,NYCB^U,42.412
2939,CEADW,0.17
2940,ENJ,22.53
2941,TSI,4.685
2942,BH,143.105
2943,SAGAU,10.1557
2944,TARS,18.72
2945,INBKZ,23.0601
2946,VSH,22.25
2947,FTCI,2.01
2948,KLAC,321.5
2949,ADUS,105.27
2950,GEO,8.42
2951,LRMR,3.0
2952,TUP,5.15
2953,CNOB,24.89
2954,SLQT,0.849
2955,MCBC,10.63
2956,KIM^L,20.6121
2957,JUGGW,0.1216
2958,HIO,3.84
2959,CABA,1.71
2960,PRTS,4.68
2961,IRTC,128.72
2962,SALM,2.17
2963,EMCF,30.8
2964,AWP,4.24
2965,NCACU,10.2
2966,PPBI,36.41
2967,GIB,84.53
2968,GBLI,24.6
2969,BFC,85.8
2970,CPS,7.82
2971,AATC,4.385
2972,COVAW,0.0498
2973,ETJ,8.2918
2974,RGA,134.935
2975,FBMS,32.6
2976,AQUNU,10.13
2977,ALPP,0.76
2978,BLFY,12.18
2979,BP,33.89
2980,MAYS,44.89
2981,CFSB,8.8701
2982,DY,105.42
2983,AMST,0.2308
2984,BCML,19.3
2985,CRMT,68.73
2986,GNACU,9.95
2987,PDFS,23.99
2988,DBGI,0.0698
2989,JFR,8.18
2990,SQ,70.62
2991,KAIR,10.01
2992,VREX,21.99
2993,SFST,43.79
2994,USAC,18.4
2995,NEO,7.49
2996,PDCE,71.14
2997,DAIO,3.8
2998,PEGA,36.96
2999,OR,12.755
3000,MEACU,10.0
3001,STSS,1.03
3002,RELY,11.41
3003,ADNT,39.56
3004,GLS,0.345
3005,MAIN,37.55
3006,SABRP,76.0
3007,BCDA,1.98
3008,VERA,18.64
3009,TRTN^A,26.01
3010,DTM,60.85
3011,STRN,1.42
3012,SLRX,2.03
3013,GAINZ,21.5
3014,BOTJ,11.9399
3015,RAVE,1.89
3016,AADI,12.95
3017,THRY,21.12
3018,BUR,8.79
3019,JAGX,0.1397
3020,BYTS,9.965
3021,PATK,47.26
3022,ACON,1.01
3023,AZYO,7.5
3024,NSYS,10.18
3025,MDV,10.4599
3026,CIFRW,0.1024
3027,JRI,12.1121
3028,VMW,116.88
3029,JCE,13.17
3030,AMCR,11.915
3031,T,19.325
3032,BKE,40.02
3033,SCRM,9.81
3034,GEG,2.0027
3035,SAGAR,0.08
3036,TRTL,9.88
3037,OLLI,58.18
3038,AGD,9.29
3039,CMRAW,0.0621
3040,CHRA,1.64
3041,GEVO,2.18
3042,ECAT,13.97
3043,ELS,64.66
3044,VERV,40.7
3045,GSEV,9.92
3046,THCP,9.81
3047,BHFAO,22.87
3048,CCLP,1.229
3049,DRCTW,0.3
3050,LUNG,13.5
3051,COMSP,1.654
3052,NXJ,11.03
3053,ENTFU,10.16
3054,AUS,9.98
3055,WINV,10.07
3056,PTE,0.7001
3057,PRMW,14.08
3058,PROK,10.5
3059,ANSS,220.89
3060,NYCB,9.995
3061,RM,30.5
3062,MRC,11.66
3063,EDIT,12.74
3064,LVOXW,0.351
3065,NMI,9.34
3066,BLEUW,0.0631
3067,OIG,0.404
3068,RIBT,1.26
3069,ISO,1.82
3070,CABO,704.74
3071,VIRC,4.21
3072,CAPR,5.59
3073,GAIA,2.39
3074,GOOGL,96.29
3075,PLXP,0.6059
3076,WKHS,2.61
3077,MITT^B,16.5
3078,PACXW,0.0132
3079,PBBK,12.515
3080,BKU,37.91
3081,FRPT,59.54
3082,CLB,23.465
3083,USER,7.45
3084,ICCC,7.72
3085,ORIAW,0.051
3086,HWKN,45.52
3087,BAC^L,1188.12
3088,UZE,17.5
3089,CRMD,3.17
3090,PEAK,25.35
3091,JUGG,9.91
3092,SSKN,0.8895
3093,FCT,9.96
3094,HTLFP,24.9999
3095,IRIX,2.27
3096,TWOU,6.18
3097,CPE,45.16
3098,MTH,83.13
3099,ADTN,22.5
3100,BDXB,47.04
3101,GLP^B,25.5198
3102,HTD,23.01
3103,OFSSH,19.9444
3104,LCI,0.495
3105,CIDM,0.532
3106,CNSL,5.03
3107,CRDF,1.56
3108,CDW,172.88
3109,PHG,15.125
3110,LYRA,4.76
3111,LDOS,105.565
3112,VLGEA,22.28
3113,CTA^B,94.1199
3114,AEY,1.96
3115,EVGOW,1.8
3116,RXRA,9.945
3117,CLVS,1.09
3118,RILYZ,17.21
3119,WAVC,9.91
3120,PLMI,9.95
3121,CPAA,9.77
3122,CFFI,57.7
3123,TPZ,13.8428
3124,BLBD,9.05
3125,DTOCU,9.94
3126,VALE,15.775
3127,CFFS,10.01
3128,USB^H,18.92
3129,CEE,7.2493
3130,RONI,9.95
3131,RYAM,7.06
3132,FSSI,9.96
3133,LIDR,0.8995
3134,EAT,33.195
3135,HNI,29.955
3136,UPXI,5.19
3137,BVS,7.9
3138,HERAW,0.03
3139,FBP,15.38
3140,WFC^Y,22.999
3141,LAUR,12.78
3142,GO,35.26
3143,XPEL,67.43
3144,RYN,35.77
3145,STET,10.08
3146,UFPI,72.15
3147,REKR,0.9794
3148,UNCY,0.68
3149,TTMI,15.35
3150,SMTC,27.94
3151,ELOX,0.16
3152,BSMX,5.85
3153,BIOS,10.12
3154,HPF,16.3199
3155,HOVNP,19.0
3156,HSTM,24.4
3157,KOSS,6.79
3158,NOVA,21.78
3159,PFLT,11.455
3160,BWAQ,10.12
3161,NXN,11.89
3162,RC^E,18.94
3163,GXIIU,10.04
3164,KIIIU,9.97
3165,SIX,23.18
3166,MNRO,46.97
3167,PYN,7.18
3168,ATHX,2.53
3169,REVG,14.13
3170,CXE,3.32
3171,AIMD,1.2
3172,AMEH,35.16
3173,NS^A,24.2026
3174,BBY,74.92
3175,LSXMK,42.65
3176,VCTR,29.22
3177,OCCIN,22.87
3178,GLOP,8.06
3179,LIONU,10.08
3180,CHGG,27.74
3181,UDMY,14.73
3182,WIT,4.975
3183,DSAQ,10.195
3184,FHN^E,24.438
3185,FTK,1.19
3186,AP,3.33
3187,LSXMB,42.06
3188,LVLU,6.14
3189,STRT,23.98
3190,PEB^G,19.8
3191,ILMN,233.0
3192,ONEM,17.01
3193,GVA,34.02
3194,VRAY,4.33
3195,CFG^D,24.185
3196,CRU,10.04
3197,ESACW,0.09
3198,BHC,7.25
3199,CSPI,7.505
3200,RMNI,5.69
3201,APCX,0.7388
3202,CSTR,16.91
3203,PRTY,0.9519
3204,SSAA,9.92
3205,ZIP,16.78
3206,PCQ,15.5
3207,LTRPB,28.3
3208,CMRE^E,24.55
3209,MACC,10.03
3210,PACK,6.175
3211,HOWL,2.98
3212,HUDAU,10.08
3213,MNTK,15.96
3214,PTON,8.01
3215,HWBK,22.93
3216,NRACU,9.98
3217,BATRA,32.34
3218,DHCA,9.95
3219,GER,13.8198
3220,ANF,18.8
3221,KALA,6.12
3222,BRKR,61.33
3223,DLTH,8.58
3224,POAI,0.2576
3225,STE,171.46
3226,RAMP,21.895
3227,ZYNE,0.7247
3228,NVR,4444.56
3229,MT,27.24
3230,VNT,20.26
3231,MGNI,7.32
3232,PMM,5.89
3233,TAIT,3.905
3234,LANDO,24.6529
3235,BRACU,10.16
3236,C^J,25.23
3237,JAMF,23.82
3238,INN,8.35
3239,GPRE,28.87
3240,MACAW,0.0643
3241,PINE,18.5663
3242,HUMA,3.56
3243,GFGDR,0.09
3244,CNSP,0.18
3245,PARAP,30.16
3246,TSCO,223.14
3247,POWW,3.2
3248,MIT,9.94
3249,GMFI,10.04
3250,WD,83.45
3251,TTCF,4.72
3252,ICNC,10.21
3253,PNM,47.37
3254,GLLIR,0.13
3255,RUM,11.52
3256,TOI,4.83
3257,NVST,37.87
3258,VVNT,9.46
3259,SYNH,50.72
3260,BSKYU,9.86
3261,CBIO,0.5808
3262,BPMC,53.04
3263,CUE,2.66
3264,TBI,20.831
3265,CYBE,53.95
3266,NREF,18.16
3267,CDAQU,9.86
3268,CTA^A,63.99
3269,SURF,1.26
3270,AXR,11.59
3271,TREX,48.31
3272,BANFP,28.4499
3273,NTWK,3.21
3274,PRDS,1.25
3275,BKH,67.39
3276,PAFOU,10.18
3277,OCN,35.4025
3278,PVL,3.57
3279,DXLG,6.75
3280,PEBK,28.7899
3281,SCE^H,20.99
3282,SBIG,1.08
3283,CXH,6.805
3284,CNGLU,10.25
3285,ZT,9.86
3286,VHC,1.26
3287,OVV,56.84
3288,AEO,12.335
3289,ARDC,11.995
3290,PEV,2.15
3291,EVRG,59.23
3292,CCBG,35.13
3293,DIN,74.43
3294,ANGO,13.49
3295,OXSQL,24.4
3296,PDEX,19.2
3297,CLSD,1.14
3298,SHFSW,0.092
3299,AMT,217.2477
3300,JPM^M,18.4222
3301,ONTF,7.95
3302,PMD,6.43
3303,KIM,22.215
3304,DHCAU,9.96
3305,CCSI,55.24
3306,COCO,10.82
3307,DLY,13.456
3308,SMFG,6.445
3309,DNAY,1.69
3310,GTPB,9.91
3311,NKTR,3.76
3312,ATAK,10.1
3313,CODA,6.4056
3314,DXPE,28.1
3315,KTN,27.25
3316,WT,5.295
3317,HSTO,1.28
3318,OSCR,2.835
3319,IDAI,0.9102
3320,WINA,250.72
3321,BML^L,19.79
3322,GENQW,0.0473
3323,LEGAW,0.0593
3324,UBFO,7.16
3325,GFOR,9.85
3326,OTIS,78.64
3327,PRIF^K,20.77
3328,MAQCU,10.39
3329,LGVCW,0.088
3330,ARYE,9.88
3331,BOWL,14.84
3332,GDV,21.29
3333,TYDE,0.571
3334,SCE^J,18.71
3335,FLT,194.14
3336,NETI,9.68
3337,INTEW,0.05
3338,FORD,1.29
3339,DWACU,18.86
3340,FMAO,29.31
3341,NOGNW,0.0399
3342,PDCO,26.66
3343,HAIN,18.86
3344,MET,74.5
3345,ORGO,3.3
3346,LAKE,11.98
3347,TRTX,7.36
3348,ATH^C,25.5303
3349,NID,12.47
3350,SNRHU,10.0104
3351,ENO,22.5
3352,AMPI,10.03
3353,KDP,39.55
3354,ZEUS,27.04
3355,CLBK,19.38
3356,KSICU,9.9
3357,FEI           ,8.0306
3358,DKL,56.615
3359,EBS,14.81
3360,IGD,5.245
3361,VABK,33.28
3362,UAN,119.86
3363,QVCC,17.61
3364,GAIN,13.05
3365,REVHW,0.0084
3366,CCS,47.18
3367,PHIC,10.03
3368,CBAN,13.72
3369,SBII,10.04
3370,TRNS,82.17
3371,CELZ,0.4079
3372,PHAS,0.107
3373,BHACU,9.93
3374,MDU,30.265
3375,EVTV,3.43
3376,OPHC,4.28
3377,FRT^C,20.87
3378,VLYPO,24.14
3379,GVCI,10.19
3380,CFIVU,9.99
3381,VRPX,1.03
3382,GJS,21.0268
3383,FCAP,24.2732
3384,LCID,14.23
3385,ACLX,22.01
3386,RLMD,6.55
3387,PAYS,2.37
3388,WEX,163.83
3389,WBA,36.58
3390,PTICU,10.035
3391,TMST,19.745
3392,AOUT,8.96
3393,DH,15.74
3394,AURA,13.0
3395,BKD,4.925
3396,FMX,76.49
3397,GME,26.66
3398,HQL,15.09
3399,RMI,15.43
3400,KIDS,43.64
3401,EFTR,0.6196
3402,OWLT,1.04
3403,BRAC,10.02
3404,MDLZ,61.7
3405,FARO,29.3
3406,PRIF^D,22.32
3407,NEXA,5.31
3408,MTRN,80.515
3409,KR,47.4436
3410,ISAA,9.915
3411,KYN,9.065
3412,MTAL,9.92
3413,AAME,2.99
3414,KNBE,24.67
3415,OTRKP,0.8802
3416,PUMP,11.8
3417,WTMAR,0.0549
3418,BKCC,3.68
3419,NVTS,4.24
3420,ELSE,4.6
3421,WISH,0.7222
3422,CCL,10.62
3423,BIOSW,0.09
3424,TDC,32.83
3425,UNTY,28.18
3426,KN,15.01
3427,MSGE,43.75
3428,MTSI,58.71
3429,PVBC,12.93
3430,IPAX,9.85
3431,CTIC,4.96
3432,RRBI,57.54
3433,APMIW,0.0301
3434,CMPO,5.21
3435,NRK,9.86
3436,ADI,144.88
3437,MSM,85.06
3438,NFBK,15.89
3439,MAS,50.37
3440,OII,14.83
3441,ERII,25.55
3442,CASH,42.04
3443,IGAC,10.01
3444,PFIE,0.93
3445,SPH,15.985
3446,RA,17.62
3447,GLOP^C,23.0
3448,ARKOW,2.02
3449,RHP,89.49
3450,PCVX,43.36
3451,BTBD,2.29
3452,BTBT,1.07
3453,IKT,0.7767
3454,UVE,10.105
3455,FOXW,10.15
3456,RILYM,22.2586
3457,NEX,10.605
3458,SLRC,13.74
3459,DRAYW,0.021
3460,CMRE^B,22.05
3461,MTB^H,23.21
3462,ORGN,5.64
3463,KBAL,7.26
3464,MAPSW,0.38
3465,APO,63.265
3466,MBINO,21.58
3467,GMRE^A,25.46
3468,NXG,41.75
3469,ENG,1.02
3470,MITAU,9.9
3471,SNN,25.37
3472,TY^,45.25
3473,ASX,6.275
3474,MXF,15.18
3475,DOOR,75.87
3476,DDT,25.49
3477,GACQU,10.32
3478,PIII,5.06
3479,VBOC,9.92
3480,RACYU,10.09
3481,DRAYU,10.05
3482,BZH,12.135
3483,INSW,44.9088
3484,SUM,30.23
3485,ECOM          ,23.085
3486,PFH,19.1517
3487,VPG,39.27
3488,SJM,143.8376
3489,XRAY,30.86
3490,PSA^P,17.385
3491,SOS,4.7
3492,SIER,10.05
3493,ICPT,14.33
3494,ALSN,43.67
3495,FINMW,0.02
3496,MOFG,32.4
3497,IAS,7.9
3498,TAYD,12.36
3499,MSA,137.98
3500,GMRE,9.505
3501,KIO,11.34
3502,PLNT,72.305
3503,UA,7.915
3504,CDMO,17.74
3505,LJAQ,10.13
3506,MACAU,10.0
3507,MASI,134.03
3508,TALS,1.59
3509,HT,9.79
3510,AAIC,3.17
3511,BLNGU,9.95
3512,COP,134.44
3513,STZ,249.495
3514,GSL,18.94
3515,BDTX,2.21
3516,JAQCU,9.8
3517,SHCA,10.14
3518,RGR,54.71
3519,RILYP,18.885
3520,JACK,88.5
3521,PSF,19.55
3522,DD,71.75
3523,AEG,4.805
3524,EZPW,9.49
3525,VRNS,27.0
3526,SILO,3.82
3527,AVACU,10.08
3528,HCXY,23.66
3529,MATV,19.285
3530,HYMCL,0.1056
3531,DIAX,15.6819
3532,WRK,38.18
3533,JPM^L,19.66
3534,CORZ,0.1961
3535,PHYT,10.21
3536,AMAL,23.33
3537,DCRD,10.09
3538,RL,102.05
3539,SSL,17.73
3540,TLGYW,0.04
3541,CM,48.7488
3542,MKTX,244.57
3543,UK,1.8
3544,AFGD,21.7
3545,CPTNW,0.2392
3546,IVAC,4.5
3547,LION,10.15
3548,PTY,12.5457
3549,CGABL,16.28
3550,EQNR,35.3
3551,DOMA,0.449
3552,LFG,25.785
3553,TPG,30.61
3554,BHLB,30.805
3555,CBT,73.625
3556,HMY,3.465
3557,HBANP,17.46
3558,MXE,9.08
3559,BNGOW,0.2986
3560,CLRM,9.93
3561,SNPO,11.92
3562,GWII,10.1
3563,RGEN,181.99
3564,SLF,46.18
3565,SMLR,42.84
3566,ETB,14.9
3567,TCS,5.015
3568,ITQRU,10.0
3569,VLTA,1.02
3570,MESA,1.45
3571,MTN,239.29
3572,CWST,80.21
3573,ARYD,9.98
3574,IMNN,1.49
3575,PIAI,10.14
3576,GT,12.52
3577,FACT,9.98
3578,EVCM,8.8
3579,AXGN,11.16
3580,KEY^J,21.99
3581,LHC,10.0
3582,CYCCP,8.76
3583,CNP,29.42
3584,IGT,24.2
3585,TARA,3.21
3586,QMCO,1.36
3587,SE,46.83
3588,CNFRL,23.0
3589,SPPI,0.467
3590,NSSC,28.76
3591,SNAX,0.3094
3592,RLI,127.84
3593,AB,39.09
3594,FTEV,10.0
3595,RXRX,11.09
3596,DISA,9.96
3597,FNHC,0.2845
3598,VIEW,1.17
3599,DS^B,12.66
3600,PRVB,6.67
3601,IGNYU,9.5
3602,AMAM,0.71
3603,ANZU,9.93
3604,MET^E,24.4289
3605,TS,33.16
3606,ALK,47.41
3607,IR,55.83
3608,NATI,38.72
3609,NVS,83.515
3610,KFRC,63.4
3611,PFIN,5.35
3612,TFFP,2.69
3613,MOBQW,0.1558
3614,CPIX,2.52
3615,BSBK,11.16
3616,FIF,14.725
3617,SSP,14.62
3618,VVV,32.54
3619,EOD,4.8
3620,AMOV,20.14
3621,ISEE,23.44
